in:Index,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF,out:PMV
946,50,40,1.8,7.5,0.9,0.3,0.1,35,1.9,5,0.9,1.1,0.1,0,-80,1.8,0.9,4,0.5,0.2,2,0.1,0.05,1,83.779,1,0.799383,64.107438,34.317609,4,-999
947,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.929012,77.234907,25.133673,4,-999
948,30,29,2,4,0.9,0.6,3.3,10,0.6,4.5,2,1.1,0.6,0,60,0.2,0.8,3,1.2,1,1.98,0,0,0.675926,81.584,0.675926,0.959877,77.791667,27.095275,0,-999
949,30,29,2,4,1,2.7,1.2,10,0.8,3.4,2,1.8,1.0,0,60,0.1,0,2,1.1,0.8,3.98,0,0,0.845679,82.03,0.845679,0.941358,77.778642,34.809482,0,-999
950,30,29,2,4,0.9,2.7,1.2,10,0.8,3.4,2,1.9,0.9,0,-70,0.8,0.3,2,1.2,1,3.98,0,0,0.790123,81.859,0.790123,0.947531,77.473519,33.433049,0,-999
951,40,31,1.6,6.8,1,0.6,0.5,10,0.8,3.4,2,2.8,0,0,20,0.8,0,5,0.8,0.1,1.3,0.15,0.25,0.901235,81.036,0.901235,0.953704,78.257593,37.439524,2,-999
952,30,30,1.3,6.2,1,1.5,0.2,10,0.8,3.4,2,0,2.8,0,40,1.2,0,3,1,0.1,3.08,0,0,0.805556,81.927,0.805556,0.990741,78.12284,33.968356,0,-999
953,60,51,2.2,7.4,0.8,0.5,0,10,0.8,3.4,2,0.3,2.5,0,-50,0.3,0.1,2,1.2,1,6.2,0.7,0.05,1,83.436,1,0.861111,71.524444,39.913447,6,-999
954,40,32,1.5,7.2,0.8,0,0.7,20,1.1,4.9,0.8,0.7,0.6,0,-20,0.2,0.7,8,0.2,0.5,0.83,0,0.05,0.990741,82.064,0.990741,0.901235,75.013951,29.260238,2,-999
955,60,38,2.1,7.7,0.9,0.2,0,20,0.9,6,1,0.2,0,0,-60,1.1,0.1,5,0.7,0.1,1.22,0.35,0.35,1,81.927,1,0.858025,72.027068,40.472584,6,-999
956,70,63,2.5,7.6,0.5,0,0.3,30,1.4,5.8,0.8,0,0.4,0,30,1.5,0.2,9,0.1,0.3,0.85,0.05,0,1,81.996,1,0.858025,64.083735,24.023475,8,-999
957,55,49,2.3,6.5,0.7,0.9,0.5,40,1.8,6,0.9,0.2,0,0,70,1.7,0.4,5,0.2,0.6,1.43,0.2,0,1,81.584,1,0.907407,73.572809,15.476709,5,-999
958,45,34,2.6,4.7,0.4,0.1,3.1,40,1.8,6,0.8,0.1,0.1,0,-80,0.4,0,5,0.3,0.8,0.87,0.2,0.05,1,82.064,1,0.861111,69.858241,24.295662,3,-999
959,35,34,1.8,5.2,0.8,1.3,1.4,30,2,4,0.9,0.5,1.7,0,-20,0.5,0,6,0.02,0.7,1.02,0,0,1,82.27,1,0.907407,74.709907,23.100044,1,-999
960,35,30,2.1,4.5,0.9,3,0.4,10,0.8,3.4,2,1.7,1.1,0,60,2,0.3,3,0.4,0.3,1.95,0.2,0.1,0.179012,80.727,0.179012,1,75.629321,8.862301,1,-999
961,55,37,2,7.4,1,0.2,0.3,15,1.2,3.4,0.9,0.9,1.9,0,10,0.9,0.5,3,1.2,1,2.5,0.65,0.15,1,82.442,1,0.962963,78.182593,28.863842,5,-999
962,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.929012,77.238148,25.133673,4,-999
963,30,30,1.7,4.8,1,2.1,1,10,0.7,3.9,2,1.7,0.6,0,-80,0.2,0,5,0.1,1,1.18,0,0,0.574074,80.761,0.574074,0.984568,78.17034,21.407391,0,-999
964,30,29,1.4,5.8,1,0.6,1.5,15,0.7,5.8,2,0.2,0.2,0,-70,0.1,0.3,7,0.1,0.9,0.95,0,0,0.771605,81.379,0.771605,1,79.16179,19.168425,0,-999
965,55,44,2.1,7.1,0.9,0.1,0.7,10,0.7,3.9,2,0.8,1.5,0,-80,0.2,0,8,0.2,0.9,0.81,0.1,0.1,0.925926,81.756,0.925926,0.981481,78.672284,22.160272,5,-999
966,50,34,1.8,7.5,1,0,0.4,10,0.8,3.4,2,0.6,2.2,0,-50,0.3,0.7,7,0.4,1,0.85,0.3,0.05,0.774691,81.756,0.774691,1,79.771142,22.722345,4,-999
967,65,46,2.3,7.6,0.7,0.1,0.2,10,0.8,3.4,2,1.4,1.4,0,-50,0.8,0.4,3,1.1,1,2.7,0.05,0.05,1,82.613,1,0.932099,75.869907,32.091226,7,-999
968,60,41,2.1,7.7,0.9,0.1,0.1,10,0.6,4.5,2,1.7,0,0,-80,0.1,0.6,7,0.4,1,0.88,0.25,0.15,0.935185,82.167,0.935185,0.975309,78.69892,24.638883,6,-999
969,60,33,2.1,7.7,0.9,0,0.2,30,2,4,1,1.8,0.4,0,-50,1.3,0,6,0.7,1,0.84,0.4,0.1,0.996914,82.236,0.996914,0.978395,78.338673,21.653225,6,-999
970,35,32,1.3,7.3,0.8,0.6,0,35,1.6,5.9,0.9,0.2,0.1,0,-10,1.3,0.6,8,0.2,0.7,0.94,0,0,1,82.305,1,0.910494,73.410401,22.566289,1,-999
971,60,51,2.1,7.7,0.9,0.2,0,10,0.8,3.4,2,2.3,0.5,0,-30,1.3,0.2,3,0.6,0.8,3.25,0.15,0.45,1,82.819,1,0.888889,72.991481,35.133526,6,-999
972,70,69,2.5,7.6,0.5,0.3,0,20,0.9,6,0.8,0.2,0,0,60,0.5,0.7,7,0.02,0.1,1.25,0,0,1,84.225,1,0.771605,61.541574,38.295274,8,-999
973,45,36,1.7,7.1,1,0.8,0,30,1.4,5.8,0.9,0.4,0,0,-70,0.2,0.1,8,0.2,0.3,0.81,0,0.1,1,83.128,1,0.839506,70.524444,32.762309,3,-999
974,40,31,2.5,4.3,0.5,0.1,3.5,15,1.2,3.4,1,2.5,0.3,0,10,1,0.3,2,1.1,0.5,3.3,0.55,0.45,0.929012,82.27,0.929012,0.950617,77.088488,33.24585,2,-999
975,30,29,1.8,4.5,1,1.3,2.1,20,1.1,4.9,0.8,0.2,1.1,0,40,1.6,0.9,5,0.3,0.7,1.1,0,0,0.756173,80.658,0.756173,0.941358,76.382253,13.350567,0,-999
976,55,44,2.1,7.1,0.9,0.5,0.3,40,1.8,6,0.9,0.1,0.1,0,80,0.7,0.5,8,0.2,0.3,0.81,0.15,0.05,1,83.539,1,0.824074,65.780833,30.543294,5,-999
977,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.932099,77.208179,25.133673,4,-999
978,30,29,2,4,1,3.3,0.6,10,0.8,3.4,2,2.5,0.3,0,-30,1,0.8,5,0.1,1,0.98,0,0,0.385802,80.59,0.385802,1,78.044784,17.421779,0,-999
979,30,29,2,4,0.9,3.6,0.3,10,0.8,3.4,2,1.6,1.2,0,10,2,0,5,0.02,1,0.98,0,0,0.290123,80.384,0.290123,1,77.02034,13.702653,0,-999
980,30,29,2,4,1,0.7,3.2,10,0.6,4.5,2,1,0.7,0,70,1.7,0.2,5,0.02,1,0.98,0,0,0.101852,80.075,0.101852,1,74.388549,8.775794,0,-999
981,40,36,1.7,6.4,1,0.6,0.9,10,0.8,3.4,2,0.4,2.4,0,-20,1,0.2,8,0.1,0.9,0.81,0,0.1,0.691358,81.139,0.691358,1,79.916914,19.3267,2,-999
982,60,54,2.1,7.7,0.9,0.2,0,10,0.7,3.9,2,1.1,1.2,0,-40,1,0,9,0.1,0.9,0.86,0.05,0,0.959877,80.761,0.959877,1,79.10966,20.358058,6,-999
983,30,30,1.2,6.8,0.8,0.6,0.5,10,0.8,3.4,2,1.9,0.9,0,80,2,1,2,1.2,1,6.78,0,0,0,80.213,0,1,66.088704,2.506319,0,-999
984,45,31,1.6,7.6,1,0.3,0,30,1.6,5.1,1,0,1.1,0,70,1.8,1,5,0.8,0.1,1.3,0.25,0.35,0.898148,81.001,0.898148,0.966049,77.664012,11.415644,3,-999
985,50,30,1.8,7.5,0.9,0.4,0,35,1.6,5.9,1,0.2,0.1,0,30,0.7,0.9,6,0.7,1,0.9,0.15,0.45,1,82.476,1,0.944444,76.688272,20.369321,4,-999
986,35,30,2.2,4.3,0.8,0.3,3.3,20,1.2,4.5,0.9,1,0.7,0,-30,0.4,0.6,3,1.2,0.7,1.85,0.1,0.05,0.984568,82.545,0.984568,0.907407,75.194321,31.737193,1,-999
987,30,29,1.8,4.5,0.9,1.3,2.1,15,0.9,4.5,0.9,0.1,1.6,0,-20,0.1,0.2,5,0.3,0.2,1.1,0,0,0.981481,81.584,0.981481,0.898148,75.703302,38.431781,0,-999
988,40,36,1.9,5.7,1,1.5,0.7,35,2,4.7,0.8,0.5,1,0,0,1,0.4,4,0.2,0.4,1.7,0,0.15,1,83.128,1,0.91358,70.233765,27.426118,2,-999
989,60,54,2.3,7,0.7,0.2,0.7,10,0.8,3.4,2,1.8,1.0,0,-80,1.3,0.7,8,0.1,0.5,0.9,0.05,0.05,1,82.339,1,0.91358,74.673457,30.682046,6,-999
990,70,60,2.5,7.6,0.5,0.2,0.1,40,1.8,6,0.8,0.2,0,0,60,1.9,0,2,1.1,0.8,6.5,0.6,0.5,1,83.368,1,0.854938,64.17,19.777125,8,-999
991,65,58,2.3,7.6,0.7,0,0.3,25,1.8,3.8,0.9,0,2.4,0,-50,1.1,0.2,9,0.1,0.7,0.85,0.05,0.05,1,81.687,1,0.87037,70.097253,24.676611,7,-999
992,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.929012,77.299568,25.133673,4,-999
993,30,29,2,4,1,3.2,0.7,10,0.8,3.4,2,0.2,2.6,0,-80,0.1,0.1,4,0.3,0.8,1.31,0,0,0.608025,81.584,0.608025,0.962963,77.713704,25.666539,0,-999
994,30,30,1.2,6.8,0.9,0,1.1,10,0.8,3.4,2,2.6,0.2,0,-80,0.2,0.7,8,0.1,1,0.95,0,0,0.453704,80.967,0.453704,0.990741,77.944043,18.636409,0,-999
995,60,48,2.6,6.2,0.4,0.8,0.9,10,0.8,3.4,2,1.9,0.9,0,-10,1.8,0,7,0.2,0.9,0.83,0.15,0.05,0.888889,81.413,0.888889,1,79.972068,19.813834,6,-999
996,30,30,1.9,4.3,1,2.5,1.1,10,0.8,3.4,2,2,0.8,0,-10,0.9,0.2,5,0.2,0.1,1.06,0,0,0.83642,81.241,0.83642,0.959877,78.199259,35.957642,0,-999
997,30,30,1.9,4.3,1,2.1,1.5,10,0.8,3.4,2,0.1,2.7,0,0,0.7,0,3,1,0.1,2.13,0,0,0.867284,82.167,0.867284,0.950617,77.805648,37.686809,0,-999
998,35,30,2.2,4.3,0.8,3.5,0.1,10,0.8,3.4,2,0.8,2.0,0,-80,1.3,0.5,3,1.1,1,1.85,0.15,0.15,0.608025,81.55,0.608025,0.953704,76.682778,29.317506,1,-999
999,65,58,2.3,7.6,0.7,0,0.3,20,1.5,3.6,0.8,0.2,2.4,0,-10,1.6,0,9,0.1,0.5,0.85,0,0.1,1,81.481,1,0.904321,70.206728,27.05585,7,-999
1000,50,42,1.8,7.5,0.8,0.2,0.2,40,1.8,6,1,0.1,0.1,0,-60,0.9,0.4,3,0.6,0.9,3.15,0,0.05,1,83.573,1,0.824074,62.813148,28.783514,4,-999
1001,70,66,2.6,7.3,0.4,0.1,0.5,10,0.8,3.4,2,1.3,1.5,0,-60,1.2,0.6,5,0.1,0.2,1.72,0.1,0,1,82.236,1,0.82716,67.384414,41.708825,8,-999
1002,60,41,2.1,7.7,0.9,0.1,0.1,15,0.7,5.8,2,0.1,0.3,0,20,0.5,0.1,7,0.4,0.7,0.88,0.35,0,0.990741,82.236,0.990741,1,79.206296,25.695922,6,-999
1003,45,37,2.2,5.5,0.8,2.2,0.2,25,2,3.4,0.9,0.9,1.9,0,30,1.3,0.2,2,0.9,1,4.6,0,0.3,0.990741,82.476,0.990741,0.929012,74.869784,22.852029,3,-999
1004,35,32,2.2,4.3,0.8,0.9,2.7,15,0.8,5.1,2,1,0.1,0,-40,0.7,0,5,0.2,0.6,0.98,0.05,0,0.864198,81.104,0.864198,0.966049,78.470926,24.670283,1,-999
1005,40,31,1.5,7.2,0.9,0.6,0.1,30,1.4,5.8,0.9,0.3,0.1,0,60,1.3,0.1,5,0.6,0.4,1.4,0.25,0.15,1,81.722,1,0.910494,73.334969,29.307099,2,-999
1006,30,29,2,4,0.8,1.6,2.3,35,1.6,5.9,0.8,0.3,0,0,80,0.3,0.7,5,0.02,0.1,0.98,0,0,1,82.373,1,0.839506,69.062901,33.747301,0,-999
1007,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.929012,77.241173,25.133673,4,-999
1008,30,29,2,4,0.8,0.6,3.3,10,0.8,3.4,2,2.6,0.2,0,-80,0.9,0.1,5,0.2,0.1,0.98,0,0,0.808642,81.481,0.808642,0.941358,76.854537,39.643284,0,-999
1009,30,30,1.2,6.8,1,0.1,1,10,0.8,3.4,2,1.2,1.6,0,-80,1,0,7,0.3,0.1,1.11,0,0,0.848765,82.133,0.848765,0.92284,77.377994,40.205195,0,-999
1010,35,32,2.2,4.3,0.8,3.4,0.2,10,0.8,3.4,2,0.8,2.0,0,50,0.3,0.1,5,0.2,0.1,0.97,0,0.1,0.780864,81.447,0.780864,0.92284,75.967932,40.573457,1,-999
1011,40,33,2.6,4.2,0.4,1,2.7,10,0.6,4.5,2,1,0.7,0,-80,1.1,0.7,5,0.2,0.1,0.85,0.05,0.1,0.932099,81.447,0.932099,0.947531,77.391698,40.028377,2,-999
1012,60,54,2.6,6.2,0.4,1.2,0.5,10,0.6,4.5,2,0.2,1.5,0,-80,0.7,0.3,7,0.1,0.3,0.93,0,0.05,1,82.888,1,0.898148,73.781296,35.998785,6,-999
1013,70,69,2.5,7.6,0.5,0,0.3,40,1.8,6,0.8,0,0.2,0,80,2,0,9,0.02,1,0.93,0,0,1,81.516,1,0.898148,72.710123,13.740257,8,-999
1014,60,32,2.1,7.7,0.9,0,0.2,15,1.2,3.4,0.8,0.4,2.4,0,-60,1.6,0.5,5,1,0.2,1.02,0.1,0.35,0.996914,81.207,0.996914,0.916667,76.247809,39.717174,6,-999
1015,45,41,2.6,4.7,0.4,0.1,3.1,15,0.9,4.5,0.9,1.3,0.4,0,40,1.4,0,5,0.1,1,1.07,0.05,0,0.876543,80.693,0.876543,0.950617,78.084907,19.180276,3,-999
1016,40,31,1.8,6,0.8,1.2,0.7,40,1.8,6,1,0,0.2,0,10,0.4,0.1,3,1.2,0.3,2.3,0.25,0.45,1,83.368,1,0.867284,67.975988,31.344753,2,-999
1017,65,53,2.3,7.6,0.7,0.2,0.1,35,1.6,5.9,0.8,0,0.3,0,-40,1.2,0.1,8,0.2,0.7,0.89,0.1,0.1,1,83.162,1,0.833333,62.930525,26.280009,7,-999
1018,65,60,2.3,7.6,0.7,0.1,0.2,10,0.8,3.4,2,1.5,1.3,0,-40,0.1,0.7,2,0.5,0.9,7.1,0.1,0,1,83.711,1,0.824074,67.992963,40.058814,7,-999
1019,55,49,2,7.4,0.8,0.4,0.1,35,1.7,5.6,0.9,0.1,0.5,0,40,1,0.1,9,0.1,0.7,0.82,0.05,0.05,1,81.927,1,0.907407,70.108488,22.176268,5,-999
1020,35,30,2.2,4.3,0.8,0.2,3.4,20,1.2,4.5,0.8,0,1.7,0,80,1.6,0.4,4,0.6,0.5,1.23,0.15,0.05,0.842593,81.31,0.842593,0.941358,76.484938,21.471087,1,-999
1021,30,30,1.2,6.8,1,0.1,1,30,1.4,5.8,0.9,0.4,0,0,0,0.7,0.3,8,0.1,0.2,0.95,0,0,1,82.785,1,0.851852,72.507284,32.545627,0,-999
1022,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.929012,77.24179,25.133673,4,-999
1023,35,31,1.3,7.3,1,0.5,0.1,10,0.8,3.4,2,1.3,1.5,0,60,0.3,1,2,0.9,0.1,6.4,0,0.25,0.891975,82.373,0.891975,0.925926,76.788302,40.044178,1,-999
1024,35,35,2.2,4.3,0.8,0.1,3.5,10,0.8,3.4,2,1.8,1.0,0,70,0.1,0.1,3,0.02,0.2,2.13,0,0,0.919753,82.476,0.919753,0.919753,75.952593,39.418827,1,-999
1025,30,29,2,4,1,2,1.9,10,0.8,3.4,2,1.8,1.0,0,-80,1,0,2,0.9,0.1,3.98,0,0,0.904321,82.339,0.904321,0.932099,77.627531,40.47865,0,-999
1026,50,31,2.5,5.4,0.5,1.4,1.1,10,0.6,4.5,2,1.2,0.5,0,-80,1.2,0.8,5,0.5,0.1,0.85,0.3,0.2,0.92284,81.173,0.92284,0.938272,77.663117,39.75898,4,-999
1027,30,29,2,4,0.9,0.8,3.1,10,0.6,4.5,2,1.2,0.5,0,-80,1.1,0.9,5,0.1,0.1,0.98,0,0,0.87037,81.344,0.87037,0.938272,77.34821,39.049325,0,-999
1028,30,29,2,4,1,2.5,1.4,10,0.6,4.5,2,0,1.7,0,-80,1,0,2,0.02,0.1,3.98,0,0,0.895062,82.407,0.895062,0.932099,77.494321,40.019869,0,-999
1029,45,44,1.6,7.6,1,0.3,0,10,0.8,3.4,2,1.2,1.6,0,40,1,0.2,8,0.02,0.3,1.07,0,0,0.975309,82.133,0.975309,1,78.236019,30.330965,3,-999
1030,55,45,2.3,6.5,0.7,0.4,1.0,35,1.6,5.9,0.9,0.3,0,0,-20,0.2,0.1,7,0.2,0.7,0.88,0.2,0,1,83.128,1,0.839506,66.933611,26.094534,5,-999
1031,45,40,1.6,7.6,1,0.1,0.2,25,1.2,5.6,1,0.4,0.2,0,-60,1.4,0.2,9,0.1,0.5,0.85,0,0.05,1,81.584,1,0.959877,75.050031,28.21479,3,-999
1032,70,63,2.5,7.6,0.5,0.2,0.1,40,1.8,6,0.8,0.1,0.1,0,50,0.3,0.1,3,0.4,0.8,3.4,0,0,1,84.705,1,0.697531,45.402191,32.709945,8,-999
1033,35,34,1.8,5.2,0.8,1.1,1.6,35,1.6,5.9,0.8,0.1,0.2,0,-80,1.4,0.6,6,0.02,0.2,1.02,0,0,1,83.265,1,0.817901,67.233673,33.309484,1,-999
1034,65,48,2.3,7.6,0.7,0.3,0,15,1.2,3.4,0.9,1.5,1.3,0,10,1.3,0.8,5,0.5,1,1.4,0.3,0.2,0.993827,80.967,0.993827,0.966049,77.713457,19.833278,7,-999
1035,30,30,1.4,5.8,0.8,1.2,0.9,30,1.4,5.8,0.9,0.2,0.2,0,80,1.2,0.8,4,1,0.1,1.91,0,0,1,82.373,1,0.882716,73.61608,27.451822,0,-999
1036,55,54,2,7.4,0.9,0.1,0.4,15,0.7,5.8,2,0.2,0.2,0,-20,0.8,0.5,2,0.1,0.8,7.3,0.1,0,1,83.402,1,0.873457,70.196698,34.69202,5,-999
1037,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.993827,82.27,0.993827,0.929012,77.217593,25.133673,4,-999
1038,30,30,1.2,6.8,0.8,1.1,0,15,0.9,4.5,1,0.9,0.8,0,70,0.2,1,8,0.1,1,0.95,0,0,0.891975,81.241,0.891975,0.944444,78.234537,22.070621,0,-999
1039,30,29,2,4,0.9,1.3,2.6,10,0.8,3.4,2,0,2.8,0,60,1.6,0.5,5,0.2,1,0.98,0,0,0.095679,80.11,0.095679,1,73.764383,7.544334,0,-999
1040,45,40,1.6,7.6,0.9,0,0.3,10,0.8,3.4,2,0.8,2.0,0,10,1.2,1,9,0.1,0.9,0.85,0.05,0.05,0.666667,80.453,0.666667,1,79.841605,14.204341,3,-999
1041,50,37,2,6.8,0.9,0.3,0.8,10,0.6,4.5,2,1.5,0.2,0,-60,0.3,0.6,7,0.3,1,0.83,0.25,0,0.82716,81.653,0.82716,1,79.310648,21.740587,4,-999
1042,55,45,2.3,6.5,0.7,0.6,0.8,10,0.6,4.5,2,1.4,0.3,0,-80,0.1,0.8,7,0.2,0.7,0.88,0.15,0,0.959877,82.167,0.959877,0.938272,77.290833,25.941021,5,-999
1043,70,48,2.5,7.6,0.5,0.1,0.2,10,0.7,3.9,2,1,1.3,0,-80,0.4,0.1,7,0.4,0.6,0.87,0.3,0.1,1,82.647,1,0.929012,76.648179,31.49163,8,-999
1044,35,32,2,4.7,0.9,2,1.2,15,0.8,5.1,2,0.7,0.4,0,-50,0.1,0.5,5,0.3,0.9,1.07,0.05,0.05,0.839506,81.207,0.839506,0.962963,78.480741,22.05541,1,-999
1045,45,37,1.9,6.4,0.8,0.3,1.2,10,0.8,3.4,2,1,1.8,0,40,0.9,0.7,7,0.2,0.3,0.87,0.05,0.05,0.814815,81.824,0.814815,1,78.624938,24.108928,3,-999
1046,55,49,2.5,5.9,0.5,1.4,0.6,30,1.4,5.8,0.8,0.2,0.2,0,80,1.3,0.1,7,0.1,0.8,0.88,0.05,0.05,1,82.647,1,0.87963,72.886142,20.801184,5,-999
1047,65,44,2.3,7.6,0.7,0.1,0.2,35,2,4.7,0.9,0,1.5,0,10,1.8,0.4,3,1.2,1,2.6,0,0.6,1,83.093,1,0.904321,71.363302,20.045763,7,-999
1048,60,41,2.1,7.7,0.9,0,0.2,25,1.1,6.1,0.9,0,0.1,0,0,0.7,0.3,4,0.8,0.4,1.77,0.2,0.25,1,83.505,1,0.842593,68.969815,34.888517,6,-999
1049,60,58,2.3,7,0.7,0.6,0.3,40,1.8,6,1,0,0.2,0,-30,1.1,0.1,8,0.02,0.2,0.98,0,0,1,84.294,1,0.762346,51.017284,31.836098,6,-999
1050,30,30,1.7,4.8,1,0.7,2.4,20,0.9,6,1,0.2,0,0,-80,0.4,0.9,5,0.2,0.1,1.18,0,0,1,81.996,1,0.882716,75.182747,39.588154,0,-999
1051,45,40,2.3,5.3,0.7,1.1,1.5,35,1.6,5.9,1,0.2,0.1,0,40,1.9,0,2,0.6,0.6,4.7,0,0.4,1,82.613,1,0.92284,72.495,19.370409,3,-999
1052,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.932099,77.24429,25.133673,4,-999
1053,70,59,2.5,7.6,0.5,0,0.3,25,1.1,6.1,0.8,0.1,0,0,30,1.6,0.1,2,1.2,0.1,6.4,0.05,0.75,1,83.745,1,0.830247,63.677963,27.701685,8,-999
1054,35,30,2.2,4.3,0.8,3,0.6,40,1.8,6,0.8,0.2,0,0,80,0.1,0.7,3,1.1,0.1,1.85,0.3,0,1,83.779,1,0.824074,65.810154,32.642461,1,-999
1055,45,37,1.6,7.6,1,0.3,0,10,0.8,3.4,2,2.6,0.2,0,40,0.1,0.1,3,0.7,0.6,3.1,0.45,0,0.969136,82.545,0.969136,0.91358,76.757377,37.659113,3,-999
1056,65,44,2.3,7.6,0.7,0,0.3,10,0.8,3.4,2,0.1,2.7,0,-30,1.6,0.3,7,0.4,0.1,0.87,0.1,0.3,1,82.888,1,0.92284,74.800185,37.189341,7,-999
1057,50,34,1.8,7.5,1,0.3,0.1,20,1.3,4.2,0.8,1.9,0.1,0,-80,1.7,0.7,3,1.2,0.1,2.55,1.05,0.15,1,83.162,1,0.848765,72.655833,39.341781,4,-999
1058,30,29,2,4,0.8,0.8,3.1,10,0.8,3.4,2,1.9,0.9,0,80,2,1,5,0.1,0.1,0.98,0,0,0,80.178,0,1,62.943951,12.584414,0,-999
1059,30,29,2,4,0.8,2.4,1.5,30,1.4,5.8,0.8,0,0.4,0,-30,0.1,0.1,5,0.02,0.8,0.98,0,0,0.996914,81.756,0.996914,0.873457,73.19716,24.447864,0,-999
1060,55,30,1.9,7.8,0.9,0.1,0,15,1.2,3.4,0.8,0.5,2.3,0,80,1.9,0.5,6,0.7,0.6,0.86,0.4,0.3,0.348765,81.31,0.348765,0.962963,76.409907,14.835645,5,-999
1061,60,54,2.1,7.7,0.9,0,0.2,40,2,5.4,0.8,0.2,0.6,0,20,1.4,0.3,9,0.1,0.4,0.86,0.05,0.05,1,82.064,1,0.901235,63.009444,21.448153,6,-999
1062,50,34,2.1,6.4,0.9,0.3,1.2,35,1.6,5.9,1,0.3,0,0,-50,1.6,0.6,6,0.4,0.3,0.88,0,0.35,1,83.265,1,0.895062,70.566389,29.519148,4,-999
1063,70,63,2.6,7.3,0.4,0.6,0,35,1.6,5.9,0.9,0,0.3,0,-10,0.3,0.7,9,0.1,0.3,0.81,0,0.05,1,82.716,1,0.768519,54.284352,32.253698,8,-999
1064,55,51,1.9,7.8,1,0,0.1,20,1.3,4.2,0.9,1.7,0.3,0,40,0.9,0,3,0.3,0.9,3.6,0.1,0.2,1,83.196,1,0.876543,69.445185,32.15752,5,-999
1065,40,36,1.7,6.4,1,1.2,0.3,20,1.5,3.6,0.9,2.6,0,0,-80,0.8,0.9,2,0.7,0.7,5.7,0.05,0,1,82.647,1,0.854938,72.91179,37.013672,2,-999
1066,35,30,2.2,4.3,0.8,2,1.6,10,0.6,4.5,2,0.1,1.6,0,10,1.1,0.1,4,0.6,0.2,1.23,0.1,0.1,0.854938,81.996,0.854938,0.966049,77.997407,31.986253,1,-999
1067,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.929012,77.204074,25.133673,4,-999
1068,30,29,2,4,1,0.8,3.1,10,0.6,4.5,2,1,0.7,0,-80,0.2,0.8,2,0.1,1,3.98,0,0,0.87037,81.996,0.87037,0.947531,77.932963,33.231946,0,-999
1069,30,30,1.6,5.1,1,1.2,1.6,15,0.7,5.8,2,0.3,0.1,0,-50,0.1,0.3,2,0.7,1,5.08,0,0,0.972222,82.27,0.972222,0.938272,77.694352,31.689529,0,-999
1070,30,29,2,4,1,0.2,3.7,10,0.8,3.4,2,1.2,1.6,0,-50,1,0.1,5,0.1,1,0.98,0,0,0.450617,80.624,0.450617,1,78.113642,19.146412,0,-999
1071,60,41,2.1,7.7,0.9,0.1,0.1,10,0.6,4.5,2,0.7,1,0,-60,0.8,0.8,7,0.4,1,0.88,0.2,0.2,0.929012,81.79,0.929012,1,79.316019,24.021874,6,-999
1072,70,54,2.5,7.6,0.5,0,0.3,10,0.6,4.5,2,0,1.7,0,-80,0.5,0,3,0.9,1,2.9,0.25,0.05,1,83.162,1,0.87963,73.326821,34.978607,8,-999
